created_at,favorite_count,favorited,filter_level,lang,retweet_count,retweeted,source,text,truncated,user_created_at,user_followers_count,user_location,user_lang,user_name,user_screen_name,user_time_zone,user_utc_offset,user_friends_count
,,,,,,,,,,,,,,,,,,
Mon Apr 09 04:11:21 +0000 2018,0,FALSE,low,en,0,FALSE,"b'<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>'",b'Pinned to Black Panther on Pinterest: https://t.co/IhlPc9VCC7',FALSE,Fri Jan 08 04:48:16 +0000 2010,112,"Quincy, MA",en,b'Mary Dunford',b'MDunford78',America/New_York,-14400,457
,,,,,,,,,,,,,,,,,,
Mon Apr 09 04:11:21 +0000 2018,0,FALSE,low,tl,0,FALSE,"b'<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>'",b'Baka sa sobrang inis ko manobood ako ng Ready Player One 130pm. Sana umabot ako sa Rob Manila dahil nainis na ako ng sobra sa Glorietta shet',FALSE,Wed May 13 11:20:55 +0000 2009,14103,"Malate, Manila",en,b'kissmarky \xf0\x9f\x92\x8b',b'kissmarky',Hong Kong,28800,11345
,,,,,,,,,,,,,,,,,,
Mon Apr 09 04:11:21 +0000 2018,0,FALSE,low,en,0,FALSE,"b'<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>'",b'RT @nakiamnger: Visual representation of Black Panther passing the Titanic in the U.S. box office. https://t.co/R927oIeibZ',FALSE,Tue Jul 14 01:59:33 +0000 2015,515,,en,b'\xf0\x9f\x87\xa8\xf0\x9f\x87\xb2',b'krewelladevill',,,483
,,,,,,,,,,,,,,,,,,
Mon Apr 09 04:11:22 +0000 2018,0,FALSE,low,en,0,FALSE,"b'<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>'",b'RT @nakiamnger: Visual representation of Black Panther passing the Titanic in the U.S. box office. https://t.co/R927oIeibZ',FALSE,Sun Jul 11 01:43:59 +0000 2010,339,allBlackLivesMatter / ATL,en,b'foxxy cleopatra',b'savphrodite',Eastern Time (US & Canada),-14400,302
,,,,,,,,,,,,,,,,,,
Mon Apr 09 04:11:23 +0000 2018,0,FALSE,low,en,0,FALSE,"b'<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>'",b'RT @MichelleHux: Black Panther just passed Titanic and is now the third highest grossing film of all time in the U.S. \xf0\x9f\x99\x85\xf0\x9f\x8f\xbe\xe2\x80\x8d\xe2\x99\x80\xef\xb8\x8f\xf0\x9f\x99\x85\xf0\x9f\x8f\xbf\xe2\x80\x8d\xe2\x99\x82\xef\xb8\x8f https://t.\xe2\x80\xa6',FALSE,Sat Jun 02 11:20:51 +0000 2012,958,"Charlotte, NC",en,b'ice',b'emaniboomin',Atlantic Time (Canada),-10800,322
,,,,,,,,,,,,,,,,,,
Mon Apr 09 04:11:23 +0000 2018,0,FALSE,low,en,0,FALSE,"b'<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>'",b'RT @nakiamnger: Visual representation of Black Panther passing the Titanic in the U.S. box office. https://t.co/R927oIeibZ',FALSE,Wed Jan 27 18:16:10 +0000 2010,126,"Brisbane, Queensland",en,b'Pavan Madhav',b'PavanMadhav',Hawaii,-36000,884
,,,,,,,,,,,,,,,,,,
Mon Apr 09 04:11:24 +0000 2018,0,FALSE,low,en,0,FALSE,"b'<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>'","b'RT @CNN: ""Black Panther"" passes ""Titanic"" at the box office https://t.co/8WgQH7sDJI https://t.co/xJA0PQLPe1'",FALSE,Tue Feb 25 00:49:05 +0000 2014,6,,en,b'ShanielM.U.A',b'ShanielBOSSLADY',,,23
,,,,,,,,,,,,,,,,,,
Mon Apr 09 04:11:24 +0000 2018,0,FALSE,low,en,0,FALSE,"b'<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>'",b'RT @MichelleHux: Black Panther just passed Titanic and is now the third highest grossing film of all time in the U.S. \xf0\x9f\x99\x85\xf0\x9f\x8f\xbe\xe2\x80\x8d\xe2\x99\x80\xef\xb8\x8f\xf0\x9f\x99\x85\xf0\x9f\x8f\xbf\xe2\x80\x8d\xe2\x99\x82\xef\xb8\x8f https://t.\xe2\x80\xa6',FALSE,Wed Jan 13 15:45:46 +0000 2016,254,"Arcadia, LA",en,b'Gin Rummy \xf0\x9f\x87\xab\xf0\x9f\x87\xb7\xf0\x9f\x94\xa5\xe2\x9a\x94\xef\xb8\x8f',b'padre2x',Pacific Time (US & Canada),-25200,538
,,,,,,,,,,,,,,,,,,
Mon Apr 09 04:11:26 +0000 2018,0,FALSE,low,en,0,FALSE,"b'<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>'",b'RT @Jasmine_blu: omg look what happened when i was waiting to meet black panther ; w ; \xe2\x99\xa1 https://t.co/QxEsGTQooL',FALSE,Wed May 11 04:22:53 +0000 2011,332,,en,b'T\xe2\x80\x99Zaka',b'Zacksteria',Eastern Time (US & Canada),-14400,673
,,,,,,,,,,,,,,,,,,
Mon Apr 09 04:11:27 +0000 2018,0,FALSE,low,en,0,FALSE,"b'<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>'",b'RT @nakiamnger: Visual representation of Black Panther passing the Titanic in the U.S. box office. https://t.co/R927oIeibZ',FALSE,Tue Jan 01 16:41:00 +0000 2013,929,#blacklivesmatter | they/them ,en,"b'love, gen'",b'carriesfisherr',Atlantic Time (Canada),-10800,172
,,,,,,,,,,,,,,,,,,
Mon Apr 09 04:11:27 +0000 2018,0,FALSE,low,en,0,FALSE,"b'<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>'",b'Pinned to Black Panther on Pinterest: THESE NEW IMAGES FROM MARVEL\xe2\x80\x99S BLACK PANTHER ARE EVERYTHING &gt;&gt; I NEED IT NOOO\xe2\x80\xa6 https://t.co/6orNHtAorj',TRUE,Fri Jan 08 04:48:16 +0000 2010,112,"Quincy, MA",en,b'Mary Dunford',b'MDunford78',America/New_York,-14400,457
,,,,,,,,,,,,,,,,,,
Mon Apr 09 04:11:27 +0000 2018,0,FALSE,low,en,0,FALSE,"b'<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>'",b'RT @chancetherapper: S/o @Tip forreal. I never knew the founder of The Black Panther Party earned a Ph.D in Social Science from the Univers\xe2\x80\xa6',FALSE,Sun Jul 17 18:18:32 +0000 2016,367,LaLa Land,en,b'Da Queen',b'Mslaylay21',,,1179
,,,,,,,,,,,,,,,,,,
Mon Apr 09 04:11:29 +0000 2018,0,FALSE,low,en,0,FALSE,"b'<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>'",b'RT @MichelleHux: Black Panther just passed Titanic and is now the third highest grossing film of all time in the U.S. \xf0\x9f\x99\x85\xf0\x9f\x8f\xbe\xe2\x80\x8d\xe2\x99\x80\xef\xb8\x8f\xf0\x9f\x99\x85\xf0\x9f\x8f\xbf\xe2\x80\x8d\xe2\x99\x82\xef\xb8\x8f https://t.\xe2\x80\xa6',FALSE,Tue Jan 15 22:50:44 +0000 2013,315,,en,"b""kaldur'ahm \xf0\x9f\x90\x89\xf0\x9f\x87\xb5\xf0\x9f\x87\xb7""",b'pacothetitan',Eastern Time (US & Canada),-14400,586
,,,,,,,,,,,,,,,,,,
Mon Apr 09 04:11:29 +0000 2018,0,FALSE,low,en,0,FALSE,"b'<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>'",b'Holy. Shit. \n\nI played \xe2\x80\x9call the stars\xe2\x80\x9d from the \xe2\x80\x9cBlack Panther\xe2\x80\x9d soundtrack - you\xe2\x80\x99d think I shit on the table.\xe2\x80\xa6 https://t.co/DrXgIemPXG',TRUE,Thu Jan 25 22:11:58 +0000 2018,54,United States,en,b'Coffee addicted combat veteran',b'Coffee__Chan',Pacific Time (US & Canada),-25200,228
,,,,,,,,,,,,,,,,,,
Mon Apr 09 04:11:32 +0000 2018,0,FALSE,low,en,0,FALSE,"b'<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>'",b'RT @Jasmine_blu: omg look what happened when i was waiting to meet black panther ; w ; \xe2\x99\xa1 https://t.co/QxEsGTQooL',FALSE,Mon Mar 16 15:58:14 +0000 2009,48,"Florida, USA",en,b'Calinue\xf0\x9f\x8c\xb7',b'Callie_07',Quito,-18000,144
,,,,,,,,,,,,,,,,,,
Mon Apr 09 04:11:32 +0000 2018,0,FALSE,low,en,0,FALSE,"b'<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>'","b'RT @CNN: ""Black Panther"" passes ""Titanic"" at the box office https://t.co/njHZ5QuKql https://t.co/wnYV0zmxgi'",FALSE,Sun Apr 22 15:15:46 +0000 2012,141,Guadeloupe,fr,b'\xe2\x98\x86LuckyLuke 17\xe2\x98\x86',b'NaniCeliniLucas',Atlantic Time (Canada),-10800,95
,,,,,,,,,,,,,,,,,,
Mon Apr 09 04:11:34 +0000 2018,0,FALSE,low,en,0,FALSE,"b'<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>'",b'Pinned to Black Panther on Pinterest: Artissimo Designs Kids Black Panther Dora Milaje Face Artwork Unframed Wall C\xe2\x80\xa6 https://t.co/Zr0rN7xsEn',TRUE,Fri Jan 08 04:48:16 +0000 2010,112,"Quincy, MA",en,b'Mary Dunford',b'MDunford78',America/New_York,-14400,457
,,,,,,,,,,,,,,,,,,
Mon Apr 09 04:11:34 +0000 2018,0,FALSE,low,en,0,FALSE,"b'<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>'",b'RT @QGotNoRings: Chance The Communist coming soon lol https://t.co/ThaMurL1e1',FALSE,Sun Mar 25 20:48:09 +0000 2012,218,,en,b'\xf0\x9f\xa7\x95\xf0\x9f\x8f\xbe',b'blksprmcy',Atlantic Time (Canada),-10800,198
,,,,,,,,,,,,,,,,,,
Mon Apr 09 04:11:35 +0000 2018,0,FALSE,low,en,0,FALSE,"b'<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>'",b'RT @chancetherapper: S/o @Tip forreal. I never knew the founder of The Black Panther Party earned a Ph.D in Social Science from the Univers\xe2\x80\xa6',FALSE,Wed Aug 27 18:18:14 +0000 2014,299,Cascadia,en,b'Bobby Beeblebrox',b'faris_rob',,,1308
,,,,,,,,,,,,,,,,,,
Mon Apr 09 04:11:35 +0000 2018,0,FALSE,low,en,0,FALSE,"b'<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>'",b'RT @XiuhanForExo: WAIT DID MBC JUST USE @weareoneEXO EL DORADO AS THE BACKGROUND SONG FOR BLACK PANTHER TEASER TRAILER??\n#iHeartAwards #Bes\xe2\x80\xa6',FALSE,Sun Feb 01 21:57:03 +0000 2015,41,,es,b'lumi',b'baek_nie',Pacific Time (US & Canada),-25200,517
,,,,,,,,,,,,,,,,,,
Mon Apr 09 04:11:37 +0000 2018,0,FALSE,low,en,0,FALSE,"b'<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>'",b'RT @nakiamnger: Visual representation of Black Panther passing the Titanic in the U.S. box office. https://t.co/R927oIeibZ',FALSE,Tue Aug 02 09:56:56 +0000 2016,144,"Brooklyn, NY",en,b'Lando Saucerissian',b'jay_murph2099',,,194
,,,,,,,,,,,,,,,,,,
Mon Apr 09 04:11:38 +0000 2018,0,FALSE,low,en,0,FALSE,"b'<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>'",b'RT @nakiamnger: Visual representation of Black Panther passing the Titanic in the U.S. box office. https://t.co/R927oIeibZ',FALSE,Tue Jun 20 12:45:15 +0000 2017,254,loonctzen,en,b'\xe2\x99\xa1 jjong',b'hirate_twt',Pacific Time (US & Canada),-25200,191
,,,,,,,,,,,,,,,,,,
Mon Apr 09 04:11:39 +0000 2018,0,FALSE,low,en,0,FALSE,"b'<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>'",b'RT @Jasmine_blu: omg look what happened when i was waiting to meet black panther ; w ; \xe2\x99\xa1 https://t.co/QxEsGTQooL',FALSE,Wed Aug 20 22:32:55 +0000 2008,1901,My mama house,en,"b""Gucci Ma'am""",b'TittyFlex',Eastern Time (US & Canada),-14400,1010
,,,,,,,,,,,,,,,,,,
Mon Apr 09 04:11:39 +0000 2018,0,FALSE,low,tl,0,FALSE,"b'<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>'",b'Haha! https://t.co/8E6uzhkyuM',FALSE,Wed Aug 07 00:41:19 +0000 2013,2377,Education Ave ™ ,en,b'Talk Nice \xf0\x9f\x97\xa3',b'djlowe30',Atlantic Time (Canada),-10800,1220
,,,,,,,,,,,,,,,,,,
Mon Apr 09 04:11:40 +0000 2018,0,FALSE,low,en,0,FALSE,"b'<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>'",b'RT @nakiamnger: Visual representation of Black Panther passing the Titanic in the U.S. box office. https://t.co/R927oIeibZ',FALSE,Tue Jan 28 18:30:16 +0000 2014,17,"Memphis, TN",en,b'Halal Ham',b'Hamzaz7811',,,65
,,,,,,,,,,,,,,,,,,
Mon Apr 09 04:11:41 +0000 2018,0,FALSE,low,en,0,FALSE,"b'<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>'",b'Pinned to Black Panther on Pinterest: Gotta get it. https://t.co/YTNMmKOtJR',FALSE,Fri Jan 08 04:48:16 +0000 2010,112,"Quincy, MA",en,b'Mary Dunford',b'MDunford78',America/New_York,-14400,457
,,,,,,,,,,,,,,,,,,
Mon Apr 09 04:11:41 +0000 2018,0,FALSE,low,en,0,FALSE,"b'<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>'","b""Just watched Black Panther for the third time. Every time it gets better, and I don't want it to ever leave theaters.""",FALSE,Wed Jan 15 18:38:28 +0000 2014,6,"Grand Blanc, MI",en,b'Rachel Worthington',b'RachEnglTeach',,,25
,,,,,,,,,,,,,,,,,,
Mon Apr 09 04:11:42 +0000 2018,0,FALSE,low,en,0,FALSE,"b'<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>'","b'Filled with pop culture references and stunning visual effects, READY PLAYER ONE heralds a\xe2\x80\xa6 https://t.co/l0ncs0GdBr'",FALSE,Sun Apr 26 23:07:36 +0000 2015,93,,en,b'ScreenFish Online',b'ScreenFishNews',Pacific Time (US & Canada),-25200,155
,,,,,,,,,,,,,,,,,,
Mon Apr 09 04:11:43 +0000 2018,0,FALSE,low,en,0,FALSE,"b'<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>'",b'RT @Jasmine_blu: omg look what happened when i was waiting to meet black panther ; w ; \xe2\x99\xa1 https://t.co/QxEsGTQooL',FALSE,Mon Mar 09 17:10:20 +0000 2009,281,"Melbourne, Victoria",en,b'Skylar A. Chan',b'FluxElectr0',Melbourne,36000,1525
,,,,,,,,,,,,,,,,,,
Mon Apr 09 04:11:44 +0000 2018,0,FALSE,low,en,0,FALSE,"b'<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>'",b'RT @MichelleHux: Black Panther just passed Titanic and is now the third highest grossing film of all time in the U.S. \xf0\x9f\x99\x85\xf0\x9f\x8f\xbe\xe2\x80\x8d\xe2\x99\x80\xef\xb8\x8f\xf0\x9f\x99\x85\xf0\x9f\x8f\xbf\xe2\x80\x8d\xe2\x99\x82\xef\xb8\x8f https://t.\xe2\x80\xa6',FALSE,Thu Mar 01 21:21:36 +0000 2012,945,chicago,en,b'#WadeFan #WIU18',b'CallmeBigpapi_',Eastern Time (US & Canada),-14400,683
,,,,,,,,,,,,,,,,,,
Mon Apr 09 04:11:44 +0000 2018,0,FALSE,low,en,0,FALSE,"b'<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for i\xce\x9fS</a>'","b'RT @GreatDismal: I almost never care about box office news, but Black Panther surpassing Titanic delights me deeply.'",FALSE,Tue Apr 07 21:38:01 +0000 2009,190,"Seattle, WA",en,b'Eric Peacock',b'evilpeacock',Pacific Time (US & Canada),-25200,178
,,,,,,,,,,,,,,,,,,
Mon Apr 09 04:11:45 +0000 2018,0,FALSE,low,en,0,FALSE,"b'<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>'","b""@ummmwine that'd be cool I'd check it out. I'm just too talkative to go alone I guess, I'd feel suppressed seeing s\xe2\x80\xa6 https://t.co/OlXGI9nYBo""",TRUE,Tue Jan 10 00:49:46 +0000 2017,5,,en,b'do the bartman',b'bart__s1mpson',,,40
,,,,,,,,,,,,,,,,,,
Mon Apr 09 04:11:45 +0000 2018,0,FALSE,low,en,0,FALSE,"b'<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>'",b'RT @KristenClarkeJD: Black Panther has now locked in over $665M domestically making it the 3rd highest grossing film in US history. The fil\xe2\x80\xa6',FALSE,Thu May 19 13:34:56 +0000 2011,453,San Francisco,en,b'Mary Kelly Persyn',b'mkpersyn',Pacific Time (US & Canada),-25200,598
,,,,,,,,,,,,,,,,,,
Mon Apr 09 04:11:46 +0000 2018,0,FALSE,low,en,0,FALSE,"b'<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>'",b'RT @chancetherapper: S/o @Tip forreal. I never knew the founder of The Black Panther Party earned a Ph.D in Social Science from the Univers\xe2\x80\xa6',FALSE,Sun Dec 19 06:12:13 +0000 2010,1771,On Your Screen ,en,b'\xf0\x9f\x8c\xbaatypical\xe2\x9c\xa8',b'_onenaytion',Mountain Time (US & Canada),-21600,2092
,,,,,,,,,,,,,,,,,,
Mon Apr 09 04:11:46 +0000 2018,0,FALSE,low,en,0,FALSE,"b'<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>'",b'RT @SmokeThatPiph_: Niggaaa y\xe2\x80\x99all shoulda voted like this lmao https://t.co/VS3wFqYDpC',FALSE,Fri Jan 26 18:02:17 +0000 2018,57,St Louis • Houston,en,b'Jezebel ChurchPussy',b'fairyclowtmotha',,,135
,,,,,,,,,,,,,,,,,,
Mon Apr 09 04:11:46 +0000 2018,0,FALSE,low,en,0,FALSE,"b'<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>'",b'RT @PandActivist: This is an absolute atrocity. https://t.co/sZfx3fD2X4',FALSE,Thu May 17 19:18:10 +0000 2012,3206,San Pedro CA,en,b'Pam Stenehjem',b'damnpamfromnamm',,,4992
,,,,,,,,,,,,,,,,,,
Mon Apr 09 04:11:48 +0000 2018,0,FALSE,low,en,0,FALSE,"b'<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>'",b'Pinned to Black Panther on Pinterest: Black Panther https://t.co/T50oeqAz5u',FALSE,Fri Jan 08 04:48:16 +0000 2010,112,"Quincy, MA",en,b'Mary Dunford',b'MDunford78',America/New_York,-14400,457
,,,,,,,,,,,,,,,,,,
Mon Apr 09 04:11:49 +0000 2018,0,FALSE,low,en,0,FALSE,"b'<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>'",b'RT @nakiamnger: Visual representation of Black Panther passing the Titanic in the U.S. box office. https://t.co/R927oIeibZ',FALSE,Sun Feb 13 21:27:35 +0000 2011,861,Morgan State University,en,b'Mic\xe2\x98\x80\xef\xb8\x8f',b'_MainAvent',Eastern Time (US & Canada),-14400,646
,,,,,,,,,,,,,,,,,,
Mon Apr 09 04:11:50 +0000 2018,0,FALSE,low,und,0,FALSE,"b'<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>'",b'RT @_LisaBerry: #WakandaForever https://t.co/iLYzwq1ql2',FALSE,Tue Nov 25 06:14:11 +0000 2008,663,BJA,en,b'GodDamnAngel',b'GreenDayAngel',Eastern Time (US & Canada),-14400,544
,,,,,,,,,,,,,,,,,,
Mon Apr 09 04:11:50 +0000 2018,0,FALSE,low,en,0,FALSE,"b'<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>'",b'RT @chancetherapper: S/o @Tip forreal. I never knew the founder of The Black Panther Party earned a Ph.D in Social Science from the Univers\xe2\x80\xa6',FALSE,Thu May 24 22:02:27 +0000 2012,667,,en,b'Mason',b'Hah_youwish_',Eastern Time (US & Canada),-14400,906
,,,,,,,,,,,,,,,,,,
Mon Apr 09 04:11:51 +0000 2018,0,FALSE,low,en,0,FALSE,"b'<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>'",b'RT @MADBLACKTHOT: When is Black Panther coming out on DVD I\xe2\x80\x99m too embarrassed to go to the theatre again because the same worker saw me twi\xe2\x80\xa6',FALSE,Sat Sep 26 15:11:56 +0000 2015,36199,"Atlanta, GA",en,b'tye.',b'Tyonna_Moss',,,252
,,,,,,,,,,,,,,,,,,
Mon Apr 09 04:11:51 +0000 2018,0,FALSE,low,en,0,FALSE,"b'<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>'",b'RT @Jasmine_blu: omg look what happened when i was waiting to meet black panther ; w ; \xe2\x99\xa1 https://t.co/QxEsGTQooL',FALSE,Mon Oct 24 17:46:55 +0000 2011,1659,Los Angeles,en,b'Gore Verbinski fan account',b'deggowaffles',Pacific Time (US & Canada),-25200,1933
,,,,,,,,,,,,,,,,,,
Mon Apr 09 04:11:51 +0000 2018,0,FALSE,low,en,0,FALSE,"b'<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>'","b'RT @CNN: ""Black Panther"" passes ""Titanic"" at the box office https://t.co/njHZ5QuKql https://t.co/wnYV0zmxgi'",FALSE,Thu May 05 14:25:06 +0000 2011,4215,Getting there,en,b'Lordess',b'Unathi_',Cairo,7200,3235
,,,,,,,,,,,,,,,,,,
Mon Apr 09 04:11:51 +0000 2018,0,FALSE,low,en,0,FALSE,"b'<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>'",b'RT @nakiamnger: Visual representation of Black Panther passing the Titanic in the U.S. box office. https://t.co/R927oIeibZ',FALSE,Sat Mar 08 15:32:28 +0000 2014,491,Somewhere sleeping ,en,b'Shia LaBitter \xe2\x84\xa2',b'alahzaydriah',,,312
,,,,,,,,,,,,,,,,,,
Mon Apr 09 04:11:52 +0000 2018,0,FALSE,low,en,0,FALSE,"b'<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>'",b'RT @Jasmine_blu: omg look what happened when i was waiting to meet black panther ; w ; \xe2\x99\xa1 https://t.co/QxEsGTQooL',FALSE,Mon Sep 19 18:43:39 +0000 2016,137,"Georgia, USA",en,b'Give me Ignis or give me death',b'tooru_hime',,,214
,,,,,,,,,,,,,,,,,,
Mon Apr 09 04:11:52 +0000 2018,0,FALSE,low,en,0,FALSE,"b'<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>'",b'RT @nakiamnger: Visual representation of Black Panther passing the Titanic in the U.S. box office. https://t.co/R927oIeibZ',FALSE,Wed Feb 22 22:25:23 +0000 2017,171,in my skin ,en,b'Elle Dorval',b'elledorval',,,126
,,,,,,,,,,,,,,,,,,
Mon Apr 09 04:11:52 +0000 2018,0,FALSE,low,en,0,FALSE,"b'<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>'",b'RT @Jasmine_blu: omg look what happened when i was waiting to meet black panther ; w ; \xe2\x99\xa1 https://t.co/QxEsGTQooL',FALSE,Wed Aug 10 22:09:48 +0000 2011,89,,en,b'radio',b'OutsaneCarli',Eastern Time (US & Canada),-14400,581
,,,,,,,,,,,,,,,,,,
Mon Apr 09 04:11:52 +0000 2018,0,FALSE,low,en,0,FALSE,"b'<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>'",b'RT @democracynow: Elderly former Black Panther Herman Bell has mentored thousands of young men while behind bars and kept a clean disciplin\xe2\x80\xa6',FALSE,Thu Sep 28 14:47:31 +0000 2017,19,,en,b'Cancun',b'Cancun01702935',,,108
,,,,,,,,,,,,,,,,,,
Mon Apr 09 04:11:52 +0000 2018,0,FALSE,low,en,0,FALSE,"b'<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>'",b'RT @MichelleHux: Black Panther just passed Titanic and is now the third highest grossing film of all time in the U.S. \xf0\x9f\x99\x85\xf0\x9f\x8f\xbe\xe2\x80\x8d\xe2\x99\x80\xef\xb8\x8f\xf0\x9f\x99\x85\xf0\x9f\x8f\xbf\xe2\x80\x8d\xe2\x99\x82\xef\xb8\x8f https://t.\xe2\x80\xa6',FALSE,Fri Jan 16 03:38:32 +0000 2015,878,"Winston-Salem, NC",en,b'steve \xf0\x9f\x9a\xb6\xf0\x9f\x8f\xbe',b'randlestev0',,,462
,,,,,,,,,,,,,,,,,,
Mon Apr 09 04:11:53 +0000 2018,0,FALSE,low,en,0,FALSE,"b'<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>'",b'Pinned to Black Panther on Pinterest: ... Black Panther https://t.co/kInJoF7fKP',FALSE,Fri Jan 08 04:48:16 +0000 2010,112,"Quincy, MA",en,b'Mary Dunford',b'MDunford78',America/New_York,-14400,457
,,,,,,,,,,,,,,,,,,
Mon Apr 09 04:11:54 +0000 2018,0,FALSE,low,en,0,FALSE,"b'<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>'","b'RT @QuartneyChante: When you nail your Black Panther\'s Erik Killmonger outfit for celebrity look-alike day at school...""Hey Auntie."" \xf0\x9f\x91\x8b\xf0\x9f\x8f\xbe htt\xe2\x80\xa6'",FALSE,Sun Jan 10 19:03:01 +0000 2010,453,right here,en,b'JR',b'Sir_Rollins',Eastern Time (US & Canada),-14400,294
,,,,,,,,,,,,,,,,,,
Mon Apr 09 04:11:54 +0000 2018,0,FALSE,low,en,0,FALSE,"b'<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>'",b'RT @nakiamnger: Visual representation of Black Panther passing the Titanic in the U.S. box office. https://t.co/R927oIeibZ',FALSE,Sat Jul 15 01:37:53 +0000 2017,46,Ohio,en,b'Chris',b'datnigga1324',,,520
,,,,,,,,,,,,,,,,,,
Mon Apr 09 04:11:54 +0000 2018,0,FALSE,low,en,0,FALSE,"b'<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>'","b'RT @G2kennyS: Is \xc2\xab\xc2\xa0Ready Player One\xc2\xa0\xc2\xbb worth it to watch ? I heard so many good feedback about it, the trailer didn\xe2\x80\x99t turn me on though \xf0\x9f\x91\x80'",FALSE,Tue Apr 09 11:56:11 +0000 2013,573,Mi Aldea a la izquierda de mordor :v,es,b'LucaGamerYT',b'LucaGamer1998',Madrid,7200,96
,,,,,,,,,,,,,,,,,,
Mon Apr 09 04:11:55 +0000 2018,0,FALSE,low,en,0,FALSE,"b'<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>'",b'RT @Jasmine_blu: omg look what happened when i was waiting to meet black panther ; w ; \xe2\x99\xa1 https://t.co/QxEsGTQooL',FALSE,Tue Dec 03 23:37:54 +0000 2013,364,Brooklyn-Los Angeles,en,b'Simmy J',b'simmyj16',Pacific Time (US & Canada),-25200,138
,,,,,,,,,,,,,,,,,,
